trading_session_uuid,is_simulated,market_number,trading_day,event_seq,event_ts,source_mbo_event_seq,source_order_id,source_order_event_type,best_bid_px,best_bid_sz,best_bid_ct,best_ask_px,best_ask_sz,best_ask_ct,spread,midpoint,source_created_ts
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,4,29,2026-04-07T16:45:30.751566+00:00,53,a8a3996f-55b2-4dca-95ae-08a2e729a725,add,,,,115.0,1.0,1,,,1775580330.782041
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,4,30,2026-04-07T16:45:34.367288+00:00,54,af1988b8-8b25-4b41-b34d-6321b101f912,add,106.0,1.0,1,115.0,1.0,1,9.0,110.5,1775580334.398959
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,4,31,2026-04-07T16:45:36.756816+00:00,55,,trade,106.0,1.0,1,,,,,,1775580336.832074
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,4,32,2026-04-07T16:45:40.712676+00:00,58,,trade,,,,,,,,,1775580340.78657
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,4,33,2026-04-07T16:45:49.930074+00:00,61,70a2c092-c42a-4734-81cf-2cd65e2fb3ae,add,107.0,1.0,1,,,,,,1775580349.961551
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,4,34,2026-04-07T16:45:52.669004+00:00,62,04e333f8-3d83-4e05-a466-5dd168c67076,add,107.0,1.0,1,110.0,1.0,1,3.0,108.5,1775580352.703507
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,4,35,2026-04-07T16:45:55.085948+00:00,63,,trade,107.0,1.0,1,,,,,,1775580355.19746
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,5,36,2026-04-07T16:47:09.661613+00:00,66,,trade,,,,,,,,,1775580429.737129
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,5,37,2026-04-07T16:47:11.132047+00:00,69,cb0aa844-0fb3-4969-8536-b14c56ad67cb,add,107.0,1.0,1,,,,,,1775580431.162951
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,5,38,2026-04-07T16:47:17.072032+00:00,70,24b633a2-32c5-4f41-bbda-4986aac2a362,add,107.0,1.0,1,110.0,1.0,1,3.0,108.5,1775580437.106215
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,5,39,2026-04-07T16:47:20.075936+00:00,71,442ba193-7532-4076-bda5-c2d3a06bb19f,add,107.0,2.0,2,110.0,1.0,1,3.0,108.5,1775580440.106653
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,5,40,2026-04-07T16:47:23.121996+00:00,72,,trade,107.0,2.0,2,,,,,,1775580443.225559
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,5,41,2026-04-07T16:47:26.068545+00:00,75,cb0aa844-0fb3-4969-8536-b14c56ad67cb,cancel,107.0,1.0,1,,,,,,1775580446.075752
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,5,42,2026-04-07T16:47:29.415823+00:00,76,f5ce8a18-0f6b-4768-b905-fe0fcdaaaf4d,add,107.0,1.0,1,111.0,1.0,1,4.0,109.0,1775580449.445921
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,5,43,2026-04-07T16:47:32.559708+00:00,77,,trade,107.0,1.0,1,,,,,,1775580452.640618
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,6,44,2026-04-07T16:48:16.598321+00:00,80,,trade,,,,,,,,,1775580496.699799
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,6,45,2026-04-07T16:48:24.332923+00:00,83,5f8ca136-5e46-469e-8d6c-6ea1a49d0ed1,add,80.0,1.0,1,,,,,,1775580504.364445
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,6,46,2026-04-07T16:48:27.084731+00:00,84,1f2b0cf8-6039-46db-a3d6-c987c3dee51b,add,80.0,1.0,1,88.0,1.0,1,8.0,84.0,1775580507.117276
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,6,47,2026-04-07T16:48:30.289553+00:00,85,,trade,80.0,1.0,1,,,,,,1775580510.365535
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,6,48,2026-04-07T16:48:37.446863+00:00,88,0f1f23f0-60fc-495b-88e0-d6d5bbd94cc8,add,80.0,1.0,1,84.0,1.0,1,4.0,82.0,1775580517.477225
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,6,49,2026-04-07T16:48:40.987380+00:00,89,,trade,80.0,1.0,1,,,,,,1775580521.068231
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,7,50,2026-04-07T16:50:26.900903+00:00,92,ccbed949-e222-4508-9e9a-9b4ad6aac141,add,80.0,2.0,2,,,,,,1775580626.931444
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,7,51,2026-04-07T16:50:34.624365+00:00,93,,trade,80.0,1.0,1,,,,,,1775580634.723328
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,7,52,2026-04-07T16:50:38.632190+00:00,96,ccbed949-e222-4508-9e9a-9b4ad6aac141,cancel,,,,,,,,,1775580638.639256
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,7,53,2026-04-07T16:50:42.010965+00:00,97,2acb48a9-5ee9-4556-9c4a-cbd0ae24893b,add,,,,80.0,1.0,1,,,1775580642.048141
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,7,54,2026-04-07T16:50:45.111165+00:00,98,6970b314-3035-4cca-b330-279bd80d9cb3,add,77.0,1.0,1,80.0,1.0,1,3.0,78.5,1775580645.142692
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,7,55,2026-04-07T16:50:49.008504+00:00,99,,trade,,,,80.0,1.0,1,,,1775580649.107648
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,7,56,2026-04-07T16:50:52.220526+00:00,102,,trade,,,,,,,,,1775580652.312198
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,8,57,2026-04-07T16:51:53.656827+00:00,105,101fb03b-0830-4ef2-a171-a5318d09bcfc,add,62.0,1.0,1,,,,,,1775580713.687837
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,8,58,2026-04-07T16:51:56.802184+00:00,106,53387215-2b65-4744-a225-9eda0598cc13,add,62.0,1.0,1,66.0,1.0,1,4.0,64.0,1775580716.832807
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,8,59,2026-04-07T16:51:59.823408+00:00,107,,trade,62.0,1.0,1,,,,,,1775580719.89962
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,8,60,2026-04-07T16:52:04.711890+00:00,110,,trade,,,,,,,,,1775580724.788102
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,8,61,2026-04-07T16:52:07.289010+00:00,113,d63fc809-16a6-4ea2-8ab0-5d7a1d2c6e42,add,62.0,1.0,1,,,,,,1775580727.326816
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,8,62,2026-04-07T16:52:10.732261+00:00,114,5fd26173-de30-4e8d-861d-91ff64403e66,add,62.0,1.0,1,65.0,1.0,1,3.0,63.5,1775580730.905392
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,8,63,2026-04-07T16:52:18.635538+00:00,115,,trade,62.0,1.0,1,,,,,,1775580738.715714
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,8,64,2026-04-07T16:52:23.225582+00:00,118,,trade,,,,,,,,,1775580743.324378
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,8,65,2026-04-07T16:52:30.667995+00:00,121,7b5a1545-e37a-4c18-96e5-60bdd522af37,add,,,,62.0,1.0,1,,,1775580750.698355
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,8,66,2026-04-07T16:52:33.875430+00:00,122,11ad5cf7-09f2-40d7-a99b-3c83e7600efb,add,58.0,1.0,1,62.0,1.0,1,4.0,60.0,1775580753.905062
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,8,67,2026-04-07T16:52:37.263660+00:00,123,,trade,58.0,1.0,1,,,,,,1775580757.345499
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,9,68,2026-04-07T16:53:13.349083+00:00,126,,trade,,,,,,,,,1775580793.427778
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,9,69,2026-04-07T16:53:19.639697+00:00,129,abe68e70-1872-4b9d-9755-2ce2c57a669e,add,,,,55.0,1.0,1,,,1775580799.671694
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,9,70,2026-04-07T16:53:22.288454+00:00,130,5bc49d32-2a7e-4bbd-ba89-c5f06c4cc6f1,add,54.0,1.0,1,55.0,1.0,1,1.0,54.5,1775580802.339165
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,9,71,2026-04-07T16:53:25.640749+00:00,131,,trade,54.0,1.0,1,,,,,,1775580805.716472
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,9,72,2026-04-07T16:53:30.234702+00:00,134,,trade,,,,,,,,,1775580810.311681
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,9,73,2026-04-07T16:53:32.569733+00:00,137,e69d8c8b-3452-426e-a617-8b7298c38772,add,,,,54.0,1.0,1,,,1775580812.599709
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,9,74,2026-04-07T16:53:35.474301+00:00,138,e69d8c8b-3452-426e-a617-8b7298c38772,cancel,,,,,,,,,1775580815.481465
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,9,75,2026-04-07T16:53:36.685278+00:00,139,574162b9-c868-4b81-99c0-ec97280fe5b6,add,54.0,1.0,1,,,,,,1775580816.716171
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,9,76,2026-04-07T16:53:39.764222+00:00,140,b7c014fd-f845-44ff-b6c5-464814216d1f,add,54.0,1.0,1,58.0,1.0,1,4.0,56.0,1775580819.794446
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,9,77,2026-04-07T16:53:43.235953+00:00,141,,trade,54.0,1.0,1,,,,,,1775580823.332033
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,10,78,2026-04-07T16:54:48.948900+00:00,144,,trade,,,,,,,,,1775580889.039223
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,10,79,2026-04-07T16:54:56.114531+00:00,147,67385f94-32da-464b-a6b0-997d4c55599f,add,48.0,1.0,1,,,,,,1775580896.145965
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,10,80,2026-04-07T16:54:59.782524+00:00,148,db147cc4-4222-4af8-a05b-2f5437cf4d7d,add,48.0,1.0,1,50.0,1.0,1,2.0,49.0,1775580899.813196
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,10,81,2026-04-07T16:55:02.794778+00:00,149,,trade,48.0,1.0,1,,,,,,1775580902.875099
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,10,82,2026-04-07T16:55:06.598684+00:00,152,,trade,,,,,,,,,1775580906.679836
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,10,83,2026-04-07T16:55:11.838343+00:00,155,47a1156c-a853-4f9b-906b-f505e2589ec0,add,44.0,1.0,1,,,,,,1775580911.872715
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,10,84,2026-04-07T16:55:16.032353+00:00,156,51606ff6-387f-4a63-9011-27624df0eb28,add,44.0,1.0,1,55.0,1.0,1,11.0,49.5,1775580916.062898
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,10,85,2026-04-07T16:55:19.072948+00:00,157,,trade,44.0,1.0,1,,,,,,1775580919.173271
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,10,86,2026-04-07T16:55:26.334884+00:00,160,,trade,,,,,,,,,1775580926.427441
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,10,87,2026-04-07T16:55:27.934289+00:00,163,7caf4e41-1d88-4928-a30b-b697dab7e84e,add,,,,44.0,1.0,1,,,1775580927.965138
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,10,88,2026-04-07T16:55:31.935013+00:00,164,2de78bc4-0695-49e4-8cf8-ec6cd349cc66,add,38.0,1.0,1,44.0,1.0,1,6.0,41.0,1775580931.966309
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,11,89,2026-04-07T16:56:18.291491+00:00,165,,trade,38.0,1.0,1,,,,,,1775580978.384453
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,11,90,2026-04-07T16:56:32.240909+00:00,168,6615e4ad-73a6-4864-a487-490a8808a28b,add,38.0,1.0,1,44.0,1.0,1,6.0,41.0,1775580992.289746
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,11,91,2026-04-07T16:56:36.024312+00:00,169,,trade,38.0,1.0,1,,,,,,1775580996.101471
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,11,92,2026-04-07T16:56:46.028414+00:00,172,,trade,,,,,,,,,1775581006.108306
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,11,93,2026-04-07T16:56:49.467901+00:00,175,0521aab4-3646-4866-bf72-9e9f3bc90b8c,add,,,,50.0,1.0,1,,,1775581009.498022
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,11,94,2026-04-07T16:56:55.355747+00:00,176,9f4a6fab-70ef-416d-888c-f48d1e0f26db,add,45.0,1.0,1,50.0,1.0,1,5.0,47.5,1775581015.386554
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,11,95,2026-04-07T16:56:58.839858+00:00,177,,trade,45.0,1.0,1,,,,,,1775581018.913232
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,12,96,2026-04-07T16:57:51.351413+00:00,180,5c11be09-b0fe-4498-a9d6-e489d4c3e3a6,add,45.0,2.0,2,,,,,,1775581071.384602
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,12,97,2026-04-07T16:57:54.958966+00:00,181,b465e1ca-8da0-4d37-a414-a8a685dcb21d,add,45.0,2.0,2,55.0,1.0,1,10.0,50.0,1775581074.992279
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,12,98,2026-04-07T16:57:58.922966+00:00,182,,trade,45.0,2.0,2,,,,,,1775581078.997301
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,12,99,2026-04-07T16:58:03.116206+00:00,185,,trade,45.0,1.0,1,,,,,,1775581083.204044
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,12,100,2026-04-07T16:58:04.972376+00:00,188,,trade,,,,,,,,,1775581085.069978
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,12,101,2026-04-07T16:58:09.125360+00:00,191,f57c9f5c-21fe-4830-9637-fce3799988bf,add,45.0,1.0,1,,,,,,1775581089.159452
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,12,102,2026-04-07T16:58:13.487907+00:00,192,1aa2086b-b298-483c-becb-42f77395b1e1,add,45.0,1.0,1,49.0,1.0,1,4.0,47.0,1775581093.520172
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,12,103,2026-04-07T16:58:16.147962+00:00,193,,trade,45.0,1.0,1,,,,,,1775581096.284403
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,12,104,2026-04-07T16:58:25.987332+00:00,196,,trade,,,,,,,,,1775581106.066125
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,12,105,2026-04-07T16:58:32.862946+00:00,199,34eb1252-9c59-470e-abe8-1829fb2a2ddd,add,,,,25.0,1.0,1,,,1775581112.892973
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,13,106,2026-04-07T16:59:33.629984+00:00,200,,trade,,,,,,,,,1775581173.710931
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,13,107,2026-04-07T16:59:37.225648+00:00,203,03e79ebf-53f7-432d-bf6f-6ee5c5c6eab1,add,22.0,1.0,1,,,,,,1775581177.25796
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,13,108,2026-04-07T16:59:42.453227+00:00,204,357213ae-70cc-4256-a480-c792003d203d,add,22.0,1.0,1,24.0,1.0,1,2.0,23.0,1775581182.484003
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,13,109,2026-04-07T16:59:46.313256+00:00,205,,trade,22.0,1.0,1,,,,,,1775581186.389783
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,13,110,2026-04-07T16:59:51.430005+00:00,208,03e79ebf-53f7-432d-bf6f-6ee5c5c6eab1,cancel,,,,,,,,,1775581191.437058
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,13,111,2026-04-07T16:59:52.990665+00:00,209,aaa106a7-61fd-4749-a06d-544b6873ec3b,add,,,,22.0,1.0,1,,,1775581193.02081
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,13,112,2026-04-07T16:59:54.001003+00:00,210,fd6080f7-80d2-454b-9e40-4e90bb9a524a,add,,,,22.0,2.0,2,,,1775581194.031671
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,13,113,2026-04-07T16:59:56.820660+00:00,211,,trade,,,,22.0,1.0,1,,,1775581196.900392
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,13,114,2026-04-07T17:00:00.778299+00:00,214,,trade,,,,,,,,,1775581200.932981
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,13,115,2026-04-07T17:00:10.059431+00:00,217,920bfa31-3e7f-476a-b6eb-d79377f78bf0,add,22.0,1.0,1,,,,,,1775581210.094812
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,14,116,2026-04-07T17:01:11.856562+00:00,218,f2a0ce87-2755-4857-b174-c2bbe2db2db9,add,22.0,1.0,1,27.0,1.0,1,5.0,24.5,1775581271.886805
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,14,117,2026-04-07T17:01:15.389082+00:00,219,,trade,22.0,1.0,1,,,,,,1775581275.464647
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,14,118,2026-04-07T17:01:22.013863+00:00,222,f34df990-9f64-44d8-81cc-cfb641db4516,add,22.0,1.0,1,29.0,1.0,1,7.0,25.5,1775581282.044348
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,14,119,2026-04-07T17:01:25.346012+00:00,223,,trade,22.0,1.0,1,,,,,,1775581285.422637
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,14,120,2026-04-07T17:01:30.159719+00:00,226,,trade,,,,,,,,,1775581290.241641
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,14,121,2026-04-07T17:01:33.923449+00:00,229,bfd287e4-f5e7-46ce-8022-37fdaccc20d7,add,,,,234.0,1.0,1,,,1775581293.95829
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,14,122,2026-04-07T17:01:36.248244+00:00,230,bfd287e4-f5e7-46ce-8022-37fdaccc20d7,cancel,,,,,,,,,1775581296.284027
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,14,123,2026-04-07T17:01:38.331707+00:00,231,73f79d8a-1751-4246-b706-3204ceca56c9,add,,,,23.0,1.0,1,,,1775581298.362315
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,14,124,2026-04-07T17:01:43.311511+00:00,232,8e308756-3d63-42c9-8f95-54d85a5c2f20,add,21.0,1.0,1,23.0,1.0,1,2.0,22.0,1775581303.342698
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,15,125,2026-04-07T17:02:20.918602+00:00,233,,trade,21.0,1.0,1,,,,,,1775581341.000041
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,15,126,2026-04-07T17:02:29.100509+00:00,236,,trade,,,,,,,,,1775581349.183613
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,15,127,2026-04-07T17:02:33.295440+00:00,239,ce0106a8-98e4-49e7-a24f-a91279f62462,add,,,,8.0,1.0,1,,,1775581353.365781
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,15,128,2026-04-07T17:02:35.949621+00:00,240,5ed9aa12-7b80-486d-8bbc-fa047756a92d,add,6.0,1.0,1,8.0,1.0,1,2.0,7.0,1775581355.981085
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,15,129,2026-04-07T17:02:39.057236+00:00,241,,trade,6.0,1.0,1,,,,,,1775581359.138978
5c7e4638-30e0-4888-990f-24f3d564c836,0,1,1,1,2026-04-08T17:59:13.888205+00:00,1,7f73c54c-1030-49de-9999-643cd8d80f15,add,110.0,1.0,1,,,,,,1775671153.926676
5c7e4638-30e0-4888-990f-24f3d564c836,0,1,1,2,2026-04-08T17:59:16.986538+00:00,2,db591595-6ec2-4607-8574-c238c8f0ffce,add,110.0,1.0,1,130.0,1.0,1,20.0,120.0,1775671157.022281
5c7e4638-30e0-4888-990f-24f3d564c836,0,1,1,3,2026-04-08T17:59:20.169649+00:00,3,c161b7d0-deb1-4437-a235-0e4b1fae993f,add,115.0,1.0,1,130.0,1.0,1,15.0,122.5,1775671160.206596
5c7e4638-30e0-4888-990f-24f3d564c836,0,1,1,4,2026-04-08T17:59:23.638669+00:00,4,03974142-0d69-4cfd-804c-1d5b9731893a,add,115.0,1.0,1,125.0,1.0,1,10.0,120.0,1775671163.675436
5c7e4638-30e0-4888-990f-24f3d564c836,0,1,1,5,2026-04-08T17:59:26.587930+00:00,5,74f6b22c-115c-4422-8057-0ca596742993,add,120.0,1.0,1,125.0,1.0,1,5.0,122.5,1775671166.622721
5c7e4638-30e0-4888-990f-24f3d564c836,0,1,1,6,2026-04-08T17:59:32.319919+00:00,6,,trade,120.0,1.0,1,130.0,1.0,1,10.0,125.0,1775671172.470327
5c7e4638-30e0-4888-990f-24f3d564c836,0,1,1,7,2026-04-08T17:59:35.767492+00:00,9,,trade,120.0,1.0,1,,,,,,1775671175.859107
5c7e4638-30e0-4888-990f-24f3d564c836,0,1,1,8,2026-04-08T17:59:39.045543+00:00,12,,trade,115.0,1.0,1,,,,,,1775671179.134302
5c7e4638-30e0-4888-990f-24f3d564c836,0,1,1,9,2026-04-08T17:59:42.847314+00:00,15,,trade,110.0,1.0,1,,,,,,1775671182.944597
5c7e4638-30e0-4888-990f-24f3d564c836,0,1,1,10,2026-04-08T17:59:46.231228+00:00,18,afb026b9-5384-4456-b1ab-0fb03c569e54,add,110.0,1.0,1,125.0,1.0,1,15.0,117.5,1775671186.272018
5c7e4638-30e0-4888-990f-24f3d564c836,0,1,2,11,2026-04-08T18:01:10.284116+00:00,19,,trade,,,,125.0,1.0,1,,,1775671270.458988
5c7e4638-30e0-4888-990f-24f3d564c836,0,1,2,12,2026-04-08T18:01:16.947699+00:00,22,fcb288fd-6d7d-4aed-9b08-afb7170aaac9,add,118.0,1.0,1,125.0,1.0,1,7.0,121.5,1775671276.982605
5c7e4638-30e0-4888-990f-24f3d564c836,0,1,2,13,2026-04-08T18:01:19.720248+00:00,23,,trade,,,,125.0,1.0,1,,,1775671279.854663
5c7e4638-30e0-4888-990f-24f3d564c836,0,1,2,14,2026-04-08T18:01:29.078787+00:00,26,e20cdc6f-f0a4-4f43-b71b-731a635ede9f,add,100.0,1.0,1,125.0,1.0,1,25.0,112.5,1775671289.113985
5c7e4638-30e0-4888-990f-24f3d564c836,0,1,2,15,2026-04-08T18:01:34.572606+00:00,27,c7194ed2-c0a8-490c-8218-368b88538b4d,add,117.5,1.0,1,125.0,1.0,1,7.5,121.25,1775671294.608796
5c7e4638-30e0-4888-990f-24f3d564c836,0,1,2,16,2026-04-08T18:01:37.725236+00:00,28,,trade,100.0,1.0,1,125.0,1.0,1,25.0,112.5,1775671297.81354
5c7e4638-30e0-4888-990f-24f3d564c836,0,1,1,17,2026-04-08T18:02:14.917018+00:00,31,afb026b9-5384-4456-b1ab-0fb03c569e54,cancel,100.0,1.0,1,,,,,,1775671334.925367
5c7e4638-30e0-4888-990f-24f3d564c836,0,1,3,18,2026-04-08T18:02:20.044354+00:00,32,1986fec3-0c10-401a-aa89-6012dd3f26c1,add,100.0,1.0,1,111.0,1.0,1,11.0,105.5,1775671340.092781
5c7e4638-30e0-4888-990f-24f3d564c836,0,1,3,19,2026-04-08T18:02:23.379166+00:00,33,,trade,100.0,1.0,1,,,,,,1775671343.480157
5c7e4638-30e0-4888-990f-24f3d564c836,0,1,3,20,2026-04-08T18:02:37.043840+00:00,36,45ff57aa-b7f4-4f0a-8396-7d574e898a58,add,100.0,1.0,1,111.0,1.0,1,11.0,105.5,1775671357.080477
5c7e4638-30e0-4888-990f-24f3d564c836,0,1,3,21,2026-04-08T18:02:40.479262+00:00,37,,trade,100.0,1.0,1,,,,,,1775671360.574649
5c7e4638-30e0-4888-990f-24f3d564c836,0,1,3,22,2026-04-08T18:02:43.911430+00:00,40,,trade,,,,,,,,,1775671364.001098
5c7e4638-30e0-4888-990f-24f3d564c836,0,1,3,23,2026-04-08T18:02:47.063452+00:00,43,586d5f3a-dbbc-47f8-81c7-121ca5aa302a,add,,,,90.0,1.0,1,,,1775671367.102739
5c7e4638-30e0-4888-990f-24f3d564c836,0,1,3,24,2026-04-08T18:02:51.188315+00:00,44,2e6afa5f-5250-41a4-a3b4-96039c81e361,add,82.0,1.0,1,90.0,1.0,1,8.0,86.0,1775671371.236121
5c7e4638-30e0-4888-990f-24f3d564c836,0,1,3,25,2026-04-08T18:02:53.909993+00:00,45,,trade,82.0,1.0,1,,,,,,1775671373.998184
5c7e4638-30e0-4888-990f-24f3d564c836,0,1,4,26,2026-04-08T18:03:46.768945+00:00,48,c9bb00f7-c5f4-4867-9038-db73e18e48c5,add,82.0,1.0,1,85.0,1.0,1,3.0,83.5,1775671426.811995
5c7e4638-30e0-4888-990f-24f3d564c836,0,1,4,27,2026-04-08T18:03:49.373503+00:00,49,,trade,82.0,1.0,1,,,,,,1775671429.496372
5c7e4638-30e0-4888-990f-24f3d564c836,0,1,4,28,2026-04-08T18:03:52.163770+00:00,52,c42a1266-8470-4bf4-8344-64c162995e55,add,83.5,1.0,1,,,,,,1775671432.212853
